interaction_id,client_id,type_action,valeur_achat,date,age,ville,segment,canal_acquisition,est_achat
70,C_0861,achat,0.0,2025-10-27,23,North Jose,Premium,Publicité,False
71,C_0288,page_vue,0.0,2025-10-27,21,East Brendaside,Standard,Partenariat,False
72,C_0065,achat,0.0,2025-10-27,26,Port Evan,Standard,Email,False
73,C_0155,achat,0.0,2025-10-27,29,Davisberg,Premium,Partenariat,False
74,C_0200,page_vue,63.062456806337984,2025-10-27,37,New Robert,Premium,Direct,True
75,C_0190,achat,0.0,2025-10-27,62,New Terrenceport,Basique,Email,False
76,C_0920,achat,0.0,2025-10-27,27,Lake Samantha,Premium,Affiliation,False
77,C_0190,page_vue,0.0,2025-10-27,62,New Terrenceport,Basique,Email,False
78,C_0628,page_vue,0.0,2025-10-27,46,Susanfort,Premium,Publicité,False
79,C_0653,page_vue,159.80499521812675,2025-10-27,63,South Deborah,Standard,SEO,True
80,C_0844,achat,0.0,2025-10-27,52,Lake Brianmouth,Standard,SEO,False
81,C_0736,ajout_panier,0.0,2025-10-27,50,West Samuelberg,Premium,Partenariat,False
82,C_0406,achat,0.0,2025-10-27,39,West Melissaville,Basique,Partenariat,False
83,C_0887,ajout_panier,0.0,2025-10-27,54,Lake Thomas,Premium,Affiliation,False
84,C_0611,page_vue,0.0,2025-10-27,51,Williamstown,Standard,SEO,False
85,C_0546,achat,31.03691273199998,2025-10-27,54,South Jeffrey,Premium,Email,True
86,C_0595,page_vue,0.0,2025-10-27,23,Stewartfurt,Basique,Direct,False
87,C_0855,ajout_panier,63.207092614592995,2025-10-27,20,Susanside,Basique,Partenariat,True
88,C_0943,page_vue,0.0,2025-10-27,50,Escobarfort,Basique,Direct,False
89,C_0946,achat,162.93228759987335,2025-10-27,64,Stephenland,Premium,Email,True
90,C_0979,page_vue,148.06748849336142,2025-10-27,53,Lake Jeremyport,Standard,Partenariat,True
91,C_0762,achat,0.0,2025-10-27,62,East Patriciaburgh,Premium,Publicité,False
92,C_0786,achat,0.0,2025-10-27,44,Smithfort,Premium,Affiliation,False
93,C_0119,ajout_panier,0.0,2025-10-27,52,Amyview,Premium,Email,False
94,C_0675,page_vue,0.0,2025-10-27,52,Port Lisa,Premium,Email,False
95,C_0319,page_vue,0.0,2025-10-27,45,Port Scott,Standard,Partenariat,False
96,C_0088,ajout_panier,0.0,2025-10-27,45,West Ryan,Premium,Partenariat,False
97,C_0738,page_vue,0.0,2025-10-27,30,South Timothy,Basique,Partenariat,False
98,C_0221,page_vue,0.0,2025-10-27,18,West Kathleenshire,Standard,Affiliation,False
99,C_0067,ajout_panier,0.0,2025-10-27,61,Williamsberg,Basique,Publicité,False
100,C_0621,ajout_panier,45.21273411045574,2025-10-27,22,New Sydneychester,Basique,Publicité,True
101,C_0694,page_vue,64.20516428789011,2025-10-27,34,Port Danielburgh,Basique,Partenariat,True
102,C_0267,achat,0.0,2025-10-27,36,Hunterside,Premium,Email,False
103,C_0493,ajout_panier,0.0,2025-10-27,60,Margaretfort,Premium,Direct,False
104,C_0660,page_vue,0.0,2025-10-27,37,Harrisport,Standard,Publicité,False
105,C_0868,achat,0.0,2025-10-27,40,Kelleyfurt,Basique,Partenariat,False
106,C_0200,page_vue,0.0,2025-10-27,37,New Robert,Premium,Direct,False
107,C_0034,page_vue,0.0,2025-10-27,42,North Christopherton,Basique,Partenariat,False
108,C_0479,page_vue,0.0,2025-10-27,62,North Noahbury,Premium,Email,False
109,C_0342,achat,0.0,2025-10-27,25,Lewisfort,Standard,Publicité,False
110,C_0437,ajout_panier,124.365451892875,2025-10-27,21,Wallacefurt,Premium,Email,True
111,C_0025,page_vue,0.0,2025-10-27,35,Stephenfort,Standard,Affiliation,False
112,C_0532,achat,0.0,2025-10-27,56,North Laura,Standard,Affiliation,False
113,C_0504,page_vue,0.0,2025-10-27,64,Michelleport,Standard,Publicité,False
114,C_0822,achat,0.0,2025-10-27,33,New Brianna,Standard,Direct,False
115,C_0771,ajout_panier,194.44557923020875,2025-10-27,53,West Michaelberg,Standard,SEO,True
116,C_0491,ajout_panier,0.0,2025-10-27,53,New Jenniferville,Basique,Affiliation,False
117,C_0346,achat,61.1021997070295,2025-10-27,29,Ricardohaven,Basique,Partenariat,True
118,C_0933,ajout_panier,10.554996198058781,2025-10-27,38,Jenniferland,Standard,Direct,True
119,C_0572,ajout_panier,0.0,2025-10-27,43,East Lauraville,Standard,Direct,False
120,C_0647,achat,0.0,2025-10-27,57,Victoriabury,Standard,Affiliation,False
121,C_0448,page_vue,0.0,2025-10-27,60,Christineside,Premium,Direct,False
122,C_0752,achat,0.0,2025-10-27,28,West Meganbury,Basique,Direct,False
123,C_0290,page_vue,0.0,2025-10-27,37,Thomasburgh,Premium,SEO,False
124,C_0688,page_vue,0.0,2025-10-27,61,East Kathy,Standard,Direct,False
125,C_0048,ajout_panier,0.0,2025-10-27,56,Patriciaton,Basique,Partenariat,False
126,C_0135,achat,64.13252409088255,2025-10-27,24,South Beverly,Premium,Affiliation,True
127,C_0806,page_vue,0.0,2025-10-27,63,Craigmouth,Premium,Partenariat,False
128,C_0703,ajout_panier,0.0,2025-10-27,18,Jacksonville,Premium,Direct,False
129,C_0821,ajout_panier,0.0,2025-10-27,46,New Lindsayfort,Basique,Partenariat,False
130,C_0343,page_vue,0.0,2025-10-27,62,Hammondbury,Premium,Direct,False
131,C_0528,page_vue,0.0,2025-10-27,61,Port Michaelberg,Standard,SEO,False
132,C_0934,achat,103.77385026462255,2025-10-27,57,Harrisberg,Standard,Affiliation,True
133,C_0778,ajout_panier,34.98293278061651,2025-10-27,53,West Lisa,Standard,Direct,True
134,C_0557,page_vue,0.0,2025-10-27,26,Pearsonview,Basique,Affiliation,False
135,C_0619,achat,0.0,2025-10-27,64,Vangbury,Premium,Publicité,False
136,C_0455,page_vue,125.5019906772337,2025-10-27,28,Turnerville,Standard,SEO,True
137,C_0239,page_vue,191.4614971821479,2025-10-27,37,Ingramview,Premium,SEO,True
138,C_0249,page_vue,0.0,2025-10-27,37,New Samanthahaven,Premium,Affiliation,False
139,C_0858,ajout_panier,0.0,2025-10-27,21,Kellyville,Premium,Affiliation,False
140,C_0430,achat,0.0,2025-10-27,36,Nicholasville,Standard,Direct,False
141,C_0851,ajout_panier,0.0,2025-10-27,42,Juliantown,Standard,Partenariat,False
142,C_0323,ajout_panier,135.90625748127752,2025-10-27,37,New Anaville,Premium,Affiliation,True
143,C_0484,achat,0.0,2025-10-27,60,East Andrewtown,Premium,Publicité,False
144,C_0935,page_vue,0.0,2025-10-27,49,Jennifershire,Basique,Direct,False
145,C_0377,achat,0.0,2025-10-27,23,Alexismouth,Basique,Publicité,False
146,C_0934,ajout_panier,0.0,2025-10-27,57,Harrisberg,Standard,Affiliation,False
147,C_0104,ajout_panier,0.0,2025-10-27,33,Brewerchester,Premium,Partenariat,False
148,C_0842,page_vue,0.0,2025-10-27,64,West Josephbury,Premium,SEO,False
149,C_0209,achat,126.38895898551564,2025-10-27,56,Amandaland,Premium,Email,True
150,C_0539,achat,32.90609911670114,2025-10-27,20,West Zacharyfurt,Premium,Direct,True
151,C_0513,page_vue,0.0,2025-10-27,39,Connorville,Standard,Direct,False
152,C_0911,ajout_panier,0.0,2025-10-27,24,Taylorberg,Basique,Affiliation,False
153,C_0080,page_vue,0.0,2025-10-27,28,Parktown,Basique,Partenariat,False
154,C_0418,achat,0.0,2025-10-27,61,Travishaven,Basique,Publicité,False
155,C_0812,achat,0.0,2025-10-27,44,Dawnbury,Premium,Direct,False
156,C_0212,ajout_panier,0.0,2025-10-27,52,Villarrealville,Basique,Email,False
157,C_0222,page_vue,133.93541323246853,2025-10-27,34,Lake Michael,Basique,Partenariat,True
158,C_0795,page_vue,0.0,2025-10-27,45,Figueroamouth,Basique,Publicité,False
159,C_0657,achat,0.0,2025-10-27,26,Elizabethtown,Standard,Partenariat,False
160,C_0072,page_vue,122.15425316110034,2025-10-27,19,North Allison,Standard,Affiliation,True
161,C_0363,ajout_panier,0.0,2025-10-27,46,Carpenterland,Basique,Partenariat,False
162,C_0194,achat,28.785987351720728,2025-10-27,52,Lake Stefaniechester,Standard,Partenariat,True
163,C_0074,ajout_panier,0.0,2025-10-27,18,North Shelbyport,Basique,Direct,False
164,C_0117,page_vue,0.0,2025-10-27,34,Stevensonton,Standard,Email,False
165,C_0289,page_vue,0.0,2025-10-27,27,South Danielle,Premium,Affiliation,False
166,C_0420,page_vue,0.0,2025-10-27,23,West Jared,Premium,Partenariat,False
167,C_0147,achat,0.0,2025-10-27,23,New Rachaelside,Premium,Affiliation,False
168,C_0443,ajout_panier,0.0,2025-10-27,20,Wolfeshire,Basique,Publicité,False
169,C_0426,achat,0.0,2025-10-27,45,Peckville,Basique,Email,False
170,C_0125,achat,0.0,2025-10-27,59,Port Michael,Basique,Direct,False
171,C_0805,page_vue,0.0,2025-10-27,49,East Jonathanport,Basique,Email,False
172,C_0687,ajout_panier,0.0,2025-10-27,47,Joshuaberg,Basique,SEO,False
173,C_0387,page_vue,0.0,2025-10-27,55,Lake John,Premium,Affiliation,False
174,C_0836,ajout_panier,0.0,2025-10-27,26,Jordanberg,Premium,Publicité,False
175,C_0442,achat,82.99927546730204,2025-10-27,25,West Kylefurt,Premium,Partenariat,True
176,C_0154,ajout_panier,0.0,2025-10-27,40,Martinezville,Basique,Partenariat,False
177,C_0447,achat,0.0,2025-10-27,52,Powellshire,Standard,Direct,False
178,C_0817,ajout_panier,97.11937168755922,2025-10-27,19,Lake Diane,Standard,Partenariat,True
179,C_0541,ajout_panier,32.066402438099864,2025-10-27,35,East Jerome,Standard,Email,True
180,C_0169,page_vue,0.0,2025-10-27,54,Port Sheila,Basique,SEO,False
181,C_0645,ajout_panier,196.96250100998822,2025-10-27,49,Valerieport,Basique,Direct,True
182,C_0076,achat,84.00156003145987,2025-10-27,43,New Kathryn,Standard,Affiliation,True
183,C_0108,ajout_panier,0.0,2025-10-27,34,East Alexandraton,Premium,Affiliation,False
184,C_0164,page_vue,0.0,2025-10-27,22,Emmaview,Basique,Partenariat,False
185,C_0673,page_vue,168.39349276814124,2025-10-27,49,North Gary,Premium,Publicité,True
186,C_0946,achat,0.0,2025-10-27,64,Stephenland,Premium,Email,False
187,C_0415,page_vue,0.0,2025-10-27,55,Danaside,Standard,SEO,False
188,C_0496,page_vue,0.0,2025-10-27,26,North Matthewhaven,Premium,Partenariat,False
189,C_0532,achat,0.0,2025-10-27,56,North Laura,Standard,Affiliation,False
190,C_0498,page_vue,0.0,2025-10-27,60,Jenniferland,Standard,Partenariat,False
191,C_0279,page_vue,0.0,2025-10-27,38,Lake Jameston,Standard,SEO,False
192,C_0110,ajout_panier,0.0,2025-10-27,63,Barrychester,Standard,Direct,False
193,C_0434,page_vue,177.25980480829614,2025-10-27,64,Mezamouth,Standard,SEO,True
194,C_0103,ajout_panier,0.0,2025-10-27,19,East Samantha,Standard,Publicité,False
195,C_0761,achat,0.0,2025-10-27,61,Michaelmouth,Basique,Publicité,False
196,C_0852,page_vue,0.0,2025-10-27,50,New Chelsea,Basique,Direct,False
197,C_0163,ajout_panier,0.0,2025-10-27,46,North Melissaborough,Standard,Affiliation,False
198,C_0063,achat,147.20721473662212,2025-10-27,30,Lake Lynn,Premium,Publicité,True
199,C_0684,achat,34.82394532645795,2025-10-27,29,Lake James,Basique,Email,True
200,C_0394,achat,0.0,2025-10-27,28,East Jay,Standard,SEO,False
201,C_0976,page_vue,189.3679978268256,2025-10-27,41,South Alexis,Premium,Affiliation,True
202,C_0528,achat,0.0,2025-10-27,61,Port Michaelberg,Standard,SEO,False
203,C_0303,ajout_panier,0.0,2025-10-27,51,Smithborough,Premium,Direct,False
204,C_0761,ajout_panier,0.0,2025-10-27,61,Michaelmouth,Basique,Publicité,False
205,C_0957,achat,0.0,2025-10-27,29,Port Paul,Premium,Direct,False
206,C_0714,page_vue,0.0,2025-10-27,22,Travisshire,Premium,Partenariat,False
207,C_0464,achat,96.636062394388,2025-10-27,34,South Bernard,Standard,Partenariat,True
208,C_0603,achat,0.0,2025-10-27,18,West Charlesborough,Standard,SEO,False
209,C_0750,achat,48.09015795039653,2025-10-27,50,Caseyport,Premium,Partenariat,True
210,C_0328,page_vue,0.0,2025-10-27,36,North James,Standard,Partenariat,False
211,C_0880,page_vue,21.86694278762357,2025-10-27,19,Garciaside,Standard,Publicité,True
212,C_0805,achat,0.0,2025-10-27,49,East Jonathanport,Basique,Email,False
213,C_0012,achat,0.0,2025-10-27,64,Donnaland,Standard,Publicité,False
214,C_0286,achat,0.0,2025-10-27,47,Kaitlynmouth,Basique,SEO,False
215,C_0479,ajout_panier,0.0,2025-10-27,62,North Noahbury,Premium,Email,False
216,C_0682,achat,0.0,2025-10-27,51,South Jennifer,Standard,SEO,False
217,C_0809,ajout_panier,0.0,2025-10-27,23,Cookhaven,Premium,Affiliation,False
218,C_0203,ajout_panier,0.0,2025-10-27,36,Colemanport,Premium,Affiliation,False
219,C_0546,ajout_panier,11.684024171559091,2025-10-27,54,South Jeffrey,Premium,Email,True
220,C_0018,ajout_panier,0.0,2025-10-27,26,East Jonathan,Standard,Email,False
221,C_0112,achat,0.0,2025-10-27,25,West Lori,Basique,Publicité,False
222,C_0578,page_vue,0.0,2025-10-27,30,Crystalview,Premium,Partenariat,False
223,C_0548,page_vue,0.0,2025-10-27,41,Port Jamesport,Basique,Direct,False
224,C_0140,page_vue,163.7448025164159,2025-10-27,42,North Daltonborough,Standard,Direct,True
225,C_0256,achat,0.0,2025-10-27,18,Port Sarah,Standard,Partenariat,False
226,C_0103,achat,0.0,2025-10-27,19,East Samantha,Standard,Publicité,False
227,C_0941,ajout_panier,0.0,2025-10-27,40,Nicholasport,Premium,Direct,False
228,C_0413,achat,0.0,2025-10-27,43,Port Vanessa,Premium,Publicité,False
229,C_0354,achat,0.0,2025-10-27,18,Chaseview,Basique,Email,False
230,C_0972,page_vue,0.0,2025-10-27,21,Allenside,Standard,SEO,False
231,C_0044,page_vue,0.0,2025-10-27,52,Jenkinsside,Premium,Publicité,False
232,C_0357,ajout_panier,0.0,2025-10-27,52,East Tonytown,Standard,Partenariat,False
233,C_0374,ajout_panier,144.34643068067265,2025-10-27,64,Moorebury,Basique,SEO,True
234,C_0187,ajout_panier,0.0,2025-10-27,27,Shannonburgh,Standard,Direct,False
235,C_0012,achat,0.0,2025-10-27,64,Donnaland,Standard,Publicité,False
236,C_0289,achat,0.0,2025-10-27,27,South Danielle,Premium,Affiliation,False
237,C_0214,ajout_panier,0.0,2025-10-27,64,Erinside,Premium,SEO,False
238,C_0566,achat,0.0,2025-10-27,46,Wiseton,Premium,Publicité,False
239,C_0230,page_vue,114.30628539391195,2025-10-27,37,Lake Katherine,Premium,Partenariat,True
240,C_0669,page_vue,0.0,2025-10-27,53,West Shelley,Premium,Email,False
241,C_0402,page_vue,0.0,2025-10-27,25,New Jacob,Basique,SEO,False
242,C_0280,ajout_panier,0.0,2025-10-27,28,East Elizabeth,Basique,Direct,False
243,C_0182,achat,96.24990114058784,2025-10-27,61,New Josephmouth,Premium,Email,True
244,C_0483,ajout_panier,0.0,2025-10-27,63,Lake Maria,Standard,Affiliation,False
245,C_0159,ajout_panier,0.0,2025-10-27,18,Port Patrick,Premium,Email,False
246,C_0411,ajout_panier,162.75211643497886,2025-10-27,64,Smithhaven,Premium,Email,True
247,C_0021,ajout_panier,0.0,2025-10-27,31,Port Keithmouth,Premium,Affiliation,False
248,C_0204,achat,61.56778228487573,2025-10-27,31,West Abigail,Basique,Affiliation,True
249,C_0630,achat,0.0,2025-10-27,24,Sabrinafurt,Basique,Email,False
250,C_0849,ajout_panier,61.59393900813605,2025-10-27,19,North Wandaside,Basique,SEO,True
251,C_0560,achat,0.0,2025-10-27,41,Riceview,Basique,Publicité,False
252,C_0240,ajout_panier,145.85735658162992,2025-10-27,64,Michelleport,Premium,Partenariat,True
253,C_0725,ajout_panier,120.82063838447863,2025-10-27,64,Waltonville,Standard,SEO,True
254,C_0775,page_vue,0.0,2025-10-27,27,North Kelsey,Basique,Email,False
255,C_0939,page_vue,0.0,2025-10-27,38,Moralesmouth,Basique,Affiliation,False
256,C_0667,achat,34.686685661783244,2025-10-27,30,West Timothy,Premium,Email,True
257,C_0136,achat,118.64374108535921,2025-10-27,62,West Charlesville,Premium,Direct,True
258,C_0849,achat,90.25305921501811,2025-10-27,19,North Wandaside,Basique,SEO,True
259,C_0197,achat,0.0,2025-10-27,30,Christopherside,Basique,Partenariat,False
260,C_0697,achat,0.0,2025-10-27,57,Robertsland,Premium,Publicité,False
261,C_0928,achat,138.41107182822392,2025-10-27,38,Petersonland,Basique,Direct,True
262,C_0174,achat,0.0,2025-10-27,22,Darlenehaven,Premium,Affiliation,False
263,C_0234,page_vue,0.0,2025-10-27,23,New Nicoleport,Standard,Affiliation,False
264,C_0535,achat,143.4826952916133,2025-10-27,61,Blairton,Premium,Affiliation,True
265,C_0605,page_vue,0.0,2025-10-27,64,East Courtney,Premium,Affiliation,False
266,C_0978,achat,0.0,2025-10-27,48,Whitakerfurt,Basique,Email,False
267,C_0809,page_vue,0.0,2025-10-27,23,Cookhaven,Premium,Affiliation,False
268,C_0303,achat,0.0,2025-10-27,51,Smithborough,Premium,Direct,False
269,C_0552,achat,0.0,2025-10-27,62,Kellyland,Standard,SEO,False
270,C_0657,ajout_panier,10.547437816466772,2025-10-27,26,Elizabethtown,Standard,Partenariat,True
271,C_0454,page_vue,0.0,2025-10-27,64,New Cynthia,Premium,Affiliation,False
272,C_0740,page_vue,0.0,2025-10-27,55,Meredithmouth,Standard,Affiliation,False
273,C_0897,page_vue,0.0,2025-10-27,46,New Jessica,Premium,SEO,False
274,C_0458,ajout_panier,50.99072904352628,2025-10-27,55,South Laurafurt,Standard,Partenariat,True
275,C_0620,achat,0.0,2025-10-27,37,Michaelmouth,Standard,Publicité,False
276,C_0161,page_vue,0.0,2025-10-27,29,New Brian,Standard,Publicité,False
277,C_0262,ajout_panier,195.17244415371263,2025-10-27,38,Morganside,Basique,Direct,True
278,C_0939,page_vue,0.0,2025-10-27,38,Moralesmouth,Basique,Affiliation,False
279,C_0821,ajout_panier,0.0,2025-10-27,46,New Lindsayfort,Basique,Partenariat,False
280,C_0532,achat,0.0,2025-10-27,56,North Laura,Standard,Affiliation,False
281,C_0312,page_vue,0.0,2025-10-27,40,Howellstad,Standard,SEO,False
282,C_0649,page_vue,0.0,2025-10-27,50,South Kristy,Premium,Email,False
283,C_0052,ajout_panier,0.0,2025-10-27,49,North William,Standard,Email,False
284,C_0676,ajout_panier,0.0,2025-10-27,32,West Andrewport,Premium,Affiliation,False
285,C_0981,page_vue,0.0,2025-10-27,45,South Jose,Basique,Publicité,False
286,C_0137,achat,0.0,2025-10-27,33,Lake Melanie,Standard,Affiliation,False
287,C_0110,ajout_panier,0.0,2025-10-27,63,Barrychester,Standard,Direct,False
288,C_0181,page_vue,0.0,2025-10-27,57,Heatherstad,Standard,Publicité,False
289,C_0739,ajout_panier,0.0,2025-10-27,28,Kevinville,Standard,Email,False
290,C_0229,page_vue,0.0,2025-10-27,45,Larsonstad,Standard,SEO,False
291,C_0155,achat,0.0,2025-10-27,29,Davisberg,Premium,Partenariat,False
292,C_0603,ajout_panier,119.31752661779564,2025-10-27,18,West Charlesborough,Standard,SEO,True
293,C_0681,achat,0.0,2025-10-27,49,West Kelli,Premium,Affiliation,False
294,C_0744,ajout_panier,0.0,2025-10-27,62,Port Tonya,Basique,Partenariat,False
295,C_0390,page_vue,0.0,2025-10-27,64,New Kenneth,Premium,SEO,False
296,C_0054,ajout_panier,0.0,2025-10-27,32,South Reginald,Basique,Email,False
297,C_0824,ajout_panier,0.0,2025-10-27,34,Hollyberg,Basique,Direct,False
298,C_0719,achat,0.0,2025-10-27,40,East Marisashire,Standard,Affiliation,False
299,C_0972,achat,138.36021747054937,2025-10-27,21,Allenside,Standard,SEO,True
300,C_0159,achat,125.16784733736115,2025-10-27,18,Port Patrick,Premium,Email,True
301,C_0503,page_vue,0.0,2025-10-27,34,East Peggy,Standard,Partenariat,False
302,C_0643,achat,188.10190325122093,2025-10-27,39,Johnsonfort,Basique,Partenariat,True
303,C_0225,page_vue,100.02386739560986,2025-10-27,61,New Frank,Standard,Publicité,True
304,C_0217,ajout_panier,55.440167778626176,2025-10-27,30,Bobbyburgh,Standard,Partenariat,True
305,C_0823,ajout_panier,0.0,2025-10-27,47,Riceview,Premium,Affiliation,False
306,C_0799,ajout_panier,0.0,2025-10-27,24,Adamsburgh,Premium,SEO,False
307,C_0570,ajout_panier,0.0,2025-10-27,51,West Derrick,Basique,Direct,False
308,C_0361,page_vue,0.0,2025-10-27,29,Harryburgh,Basique,Publicité,False
309,C_0393,achat,0.0,2025-10-27,44,East Joelmouth,Premium,Affiliation,False
310,C_0266,page_vue,130.8313943611084,2025-10-27,54,New Katelynburgh,Standard,SEO,True
311,C_0862,achat,0.0,2025-10-27,19,Jonton,Basique,Publicité,False
312,C_0048,achat,65.19585607756987,2025-10-27,56,Patriciaton,Basique,Partenariat,True
313,C_0699,page_vue,144.46705655083022,2025-10-27,31,West Maria,Standard,Email,True
314,C_0241,ajout_panier,0.0,2025-10-27,31,West Andrewbury,Basique,Partenariat,False
315,C_0004,page_vue,0.0,2025-10-27,41,North Paulaburgh,Premium,Affiliation,False
316,C_0565,page_vue,110.63534754966778,2025-10-27,20,New Jessicaburgh,Basique,Affiliation,True
317,C_0014,page_vue,192.838938567679,2025-10-27,20,Georgefurt,Premium,Publicité,True
